timestamp,open,high,low,close,volume
2018-01-01 00:00:00,29549.466021696233,31781.72297329143,29499.900467285035,30165.9527148846,4919798.375540141
2018-01-01 04:00:00,29127.16895479828,30007.405204453567,28012.823304656922,29603.046638669985,4838057.89372953
2018-01-01 08:00:00,31437.732274010203,31817.411327303074,29583.4836117737,29800.265181923547,3902134.7723141117
2018-01-01 12:00:00,29297.05244129129,29377.804587943014,28822.747128281393,29067.63734593163,1894077.3155720674
2018-01-01 16:00:00,30268.464148987674,30866.787053584154,29119.686741791833,30545.89478175862,2459372.555825964
2018-01-01 20:00:00,31177.0818741933,31336.48374133346,30176.215253563187,30965.88918272458,3703159.8992220596
2018-01-02 00:00:00,31081.266488225043,31104.190840147425,31037.777017975946,31082.054135137714,8100773.706638086
2018-01-02 04:00:00,30530.252601411652,30586.551027528443,29705.350973312594,29724.69596129776,2580045.4966469062
2018-01-02 08:00:00,28862.32702333424,29257.047068661046,28771.021870415934,29208.183178470124,3444256.885187728
2018-01-02 12:00:00,29829.55030593863,30155.483450340533,29195.238395831326,29540.950218792997,369632.01538015145
2018-01-02 16:00:00,28728.349752945796,29042.77777941311,28002.318095886087,28367.400325508515,1630747.3996202066
2018-01-02 20:00:00,29931.65800411733,30512.98324482338,29807.61917425123,30162.311213600176,350301.3151788432
2018-01-03 00:00:00,31435.61652201429,31594.247535799004,29166.119182984934,31131.165026439932,7159917.594880173
2018-01-03 04:00:00,31424.558801149247,31943.044444612093,30708.106183921256,31360.0986003368,3245103.7547474825
2018-01-03 08:00:00,30625.662839677196,30750.27780765058,30241.029320632955,30363.866027680215,262339.8402146634
2018-01-03 12:00:00,31598.54059718301,31758.689111209726,29862.39025164199,30903.816360456174,4210434.338240184
2018-01-03 16:00:00,31982.18425828685,32072.75252492189,31914.001247201,32058.728877714348,6225820.202689132
2018-01-03 20:00:00,30292.159364213432,30339.979492160557,30080.404760151334,30135.333855460154,3898303.2893621656
2018-01-04 00:00:00,28795.739547161356,30319.163100936563,28661.966870049764,29717.33951957375,3682972.301059372
2018-01-04 04:00:00,30679.841795916655,30729.89035416467,30175.406067169035,30484.113744853526,4125507.725951054
2018-01-04 08:00:00,29951.30884540452,31058.57793423909,28724.568516084535,30649.86642358697,1457758.091251706
2018-01-04 12:00:00,31568.285468985243,32214.6935720758,30323.416088104837,32052.145591741457,6095676.618608788
2018-01-04 16:00:00,32954.17314990653,33191.57192996719,30302.956621139627,31443.472873508865,2275850.0593284583
2018-01-04 20:00:00,29052.321637641817,29435.30515647758,28698.7676219141,29128.24217084989,3006915.70538484
